t1      ,ch1     ,t2      ,ch2     
1012.992,   -0.008, 1012.992,   -0.110
1014.976,   -0.008, 1014.976,   -0.103
1016.960,   -0.009, 1016.960,   -0.096
1018.944,   -0.010, 1018.944,   -0.090
1020.928,   -0.008, 1020.928,   -0.086
1022.912,   -0.009, 1022.912,   -0.078
1024.896,   -0.009, 1024.896,   -0.073
1026.880,   -0.008, 1026.880,   -0.067
1028.864,   -0.009, 1028.864,   -0.061
1030.848,   -0.008, 1030.848,   -0.056
1032.832,   -0.009, 1032.832,   -0.051
1034.816,   -0.009, 1034.816,   -0.044
1036.800,   -0.009, 1036.800,   -0.038
1038.784,   -0.008, 1038.784,   -0.032
1040.768,   -0.008, 1040.768,   -0.024
1042.752,   -0.008, 1042.752,   -0.018
1044.736,   -0.007, 1044.736,   -0.015
1046.720,   -0.008, 1046.720,   -0.007
1048.704,   -0.009, 1048.704,   -0.000
1050.688,   -0.009, 1050.688,    0.006
1052.672,   -0.009, 1052.672,    0.011
1054.656,   -0.009, 1054.656,    0.018
1056.640,   -0.008, 1056.640,    0.024
1058.624,   -0.008, 1058.624,    0.031
1060.608,   -0.009, 1060.608,    0.035
1062.592,   -0.009, 1062.592,    0.041
1064.576,   -0.008, 1064.576,    0.050
1066.560,   -0.009, 1066.560,    0.055
1068.544,   -0.009, 1068.544,    0.061
1070.528,   -0.009, 1070.528,    0.066
1072.512,   -0.009, 1072.512,    0.071
1074.496,   -0.008, 1074.496,    0.077
1076.480,   -0.009, 1076.480,    0.084
1078.464,   -0.008, 1078.464,    0.089
1080.448,   -0.008, 1080.448,    0.097
1082.432,   -0.007, 1082.432,    0.103
1084.416,   -0.007, 1084.416,    0.107
1086.400,   -0.009, 1086.400,    0.113
1088.384,   -0.008, 1088.384,    0.120
1090.368,   -0.008, 1090.368,    0.125
1092.352,   -0.008, 1092.352,    0.130
1094.336,   -0.009, 1094.336,    0.135
1096.320,   -0.009, 1096.320,    0.144
1098.304,   -0.009, 1098.304,    0.148
1100.288,   -0.010, 1100.288,    0.154
1102.272,   -0.008, 1102.272,    0.159
1104.256,   -0.008, 1104.256,    0.168
1106.240,   -0.009, 1106.240,    0.171
1108.224,   -0.008, 1108.224,    0.178
1110.208,   -0.010, 1110.208,    0.184
1112.192,   -0.009, 1112.192,    0.189
1114.176,   -0.008, 1114.176,    0.193
1116.160,   -0.009, 1116.160,    0.199
1118.144,   -0.008, 1118.144,    0.207
1120.128,   -0.008, 1120.128,    0.211
1122.112,   -0.010, 1122.112,    0.215
1124.096,   -0.008, 1124.096,    0.221
1126.080,   -0.009, 1126.080,    0.226
1128.064,   -0.010, 1128.064,    0.232
1130.048,   -0.009, 1130.048,    0.237
1132.032,   -0.007, 1132.032,    0.241
1134.016,   -0.009, 1134.016,    0.247
1136.000,   -0.008, 1136.000,    0.251
1137.984,   -0.008, 1137.984,    0.257
1139.968,   -0.008, 1139.968,    0.263
1141.952,   -0.009, 1141.952,    0.269
1143.936,   -0.008, 1143.936,    0.272
1145.920,   -0.007, 1145.920,    0.278
1147.904,   -0.008, 1147.904,    0.282
1149.888,   -0.007, 1149.888,    0.287
1151.872,   -0.009, 1151.872,    0.291
1153.856,   -0.009, 1153.856,    0.298
1155.840,   -0.008, 1155.840,    0.301
1157.824,   -0.009, 1157.824,    0.307
1159.808,   -0.007, 1159.808,    0.312
1161.792,   -0.008, 1161.792,    0.315
1163.776,   -0.008, 1163.776,    0.321
1165.760,   -0.009, 1165.760,    0.326
1167.744,   -0.008, 1167.744,    0.327
1169.728,   -0.008, 1169.728,    0.335
1171.712,   -0.008, 1171.712,    0.338
1173.696,   -0.008, 1173.696,    0.343
1175.680,   -0.008, 1175.680,    0.347
1177.664,   -0.008, 1177.664,    0.352
1179.648,   -0.010, 1179.648,    0.355
1181.632,   -0.009, 1181.632,    0.361
1183.616,   -0.008, 1183.616,    0.363
1185.600,   -0.010, 1185.600,    0.369
1187.584,   -0.009, 1187.584,    0.372
1189.568,   -0.008, 1189.568,    0.376
1191.552,   -0.009, 1191.552,    0.378
1193.536,   -0.009, 1193.536,    0.383
1195.520,   -0.009, 1195.520,    0.386
1197.504,   -0.008, 1197.504,    0.390
1199.488,   -0.008, 1199.488,    0.394
1201.472,   -0.010, 1201.472,    0.399
1203.456,   -0.009, 1203.456,    0.400
1205.440,   -0.009, 1205.440,    0.405
1207.424,   -0.008, 1207.424,    0.409
1209.408,   -0.008, 1209.408,    0.412
1211.392,   -0.009, 1211.392,    0.416
1213.376,   -0.007, 1213.376,    0.417
1215.360,   -0.008, 1215.360,    0.422
1217.344,   -0.009, 1217.344,    0.425
1219.328,   -0.008, 1219.328,    0.425
1221.312,   -0.008, 1221.312,    0.431
1223.296,   -0.009, 1223.296,    0.434
1225.280,   -0.009, 1225.280,    0.436
1227.264,   -0.009, 1227.264,    0.440
1229.248,   -0.009, 1229.248,    0.441
1231.232,   -0.008, 1231.232,    0.443
1233.216,   -0.008, 1233.216,    0.446
1235.200,   -0.008, 1235.200,    0.450
1237.184,   -0.010, 1237.184,    0.451
1239.168,   -0.009, 1239.168,    0.453
1241.152,   -0.009, 1241.152,    0.456
1243.136,   -0.009, 1243.136,    0.457
1245.120,   -0.009, 1245.120,    0.460
1247.104,   -0.008, 1247.104,    0.462
1249.088,   -0.010, 1249.088,    0.464
1251.072,   -0.009, 1251.072,    0.465
1253.056,   -0.010, 1253.056,    0.468
1255.040,   -0.008, 1255.040,    0.471
1257.024,   -0.009, 1257.024,    0.473
1259.008,   -0.009, 1259.008,    0.474
1260.992,   -0.008, 1260.992,    0.474
1262.976,   -0.009, 1262.976,    0.476
1264.960,   -0.010, 1264.960,    0.479
1266.944,   -0.008, 1266.944,    0.480
1268.928,   -0.008, 1268.928,    0.480
1270.912,   -0.008, 1270.912,    0.483
1272.896,   -0.008, 1272.896,    0.482
1274.880,   -0.007, 1274.880,    0.485
1276.864,   -0.009, 1276.864,    0.486
1278.848,   -0.009, 1278.848,    0.487
1280.832,   -0.009, 1280.832,    0.488
1282.816,   -0.008, 1282.816,    0.487
1284.800,   -0.009, 1284.800,    0.487
1286.784,   -0.008, 1286.784,    0.488
1288.768,   -0.009, 1288.768,    0.491
1290.752,   -0.010, 1290.752,    0.490
1292.736,   -0.008, 1292.736,    0.492
1294.720,   -0.009, 1294.720,    0.492
1296.704,   -0.009, 1296.704,    0.493
1298.688,   -0.009, 1298.688,    0.490
1300.672,   -0.009, 1300.672,    0.492
1302.656,   -0.009, 1302.656,    0.494
1304.640,   -0.008, 1304.640,    0.493
1306.624,   -0.009, 1306.624,    0.492
1308.608,   -0.008, 1308.608,    0.493
1310.592,   -0.008, 1310.592,    0.492
1312.576,   -0.009, 1312.576,    0.492
1314.560,   -0.008, 1314.560,    0.491
1316.544,   -0.009, 1316.544,    0.491
1318.528,   -0.008, 1318.528,    0.491
1320.512,   -0.008, 1320.512,    0.491
1322.496,   -0.008, 1322.496,    0.488
1324.480,   -0.008, 1324.480,    0.488
1326.464,   -0.008, 1326.464,    0.489
1328.448,   -0.008, 1328.448,    0.486
1330.432,   -0.010, 1330.432,    0.484
1332.416,   -0.009, 1332.416,    0.486
1334.400,   -0.008, 1334.400,    0.484
1336.384,   -0.009, 1336.384,    0.483
1338.368,   -0.010, 1338.368,    0.481
1340.352,   -0.009, 1340.352,    0.481
1342.336,   -0.008, 1342.336,    0.480
1344.320,   -0.008, 1344.320,    0.478
1346.304,   -0.010, 1346.304,    0.476
1348.288,   -0.009, 1348.288,    0.477
1350.272,   -0.009, 1350.272,    0.473
1352.256,   -0.009, 1352.256,    0.472
1354.240,   -0.009, 1354.240,    0.470
1356.224,   -0.009, 1356.224,    0.468
1358.208,   -0.010, 1358.208,    0.468
1360.192,   -0.009, 1360.192,    0.462
1362.176,   -0.009, 1362.176,    0.461
1364.160,   -0.009, 1364.160,    0.459
1366.144,   -0.007, 1366.144,    0.459
1368.128,   -0.008, 1368.128,    0.457
1370.112,   -0.008, 1370.112,    0.454
1372.096,   -0.008, 1372.096,    0.451
1374.080,   -0.009, 1374.080,    0.447
1376.064,   -0.009, 1376.064,    0.447
1378.048,   -0.009, 1378.048,    0.445
1380.032,   -0.009, 1380.032,    0.440
1382.016,   -0.010, 1382.016,    0.438
1384.000,   -0.008, 1384.000,    0.436
1385.984,   -0.009, 1385.984,    0.433
1387.968,   -0.008, 1387.968,    0.431
1389.952,   -0.008, 1389.952,    0.425
1391.936,   -0.008, 1391.936,    0.424
1393.920,   -0.010, 1393.920,    0.418
1395.904,   -0.008, 1395.904,    0.419
1397.888,   -0.008, 1397.888,    0.413
1399.872,   -0.009, 1399.872,    0.412
1401.856,   -0.009, 1401.856,    0.408
1403.840,   -0.009, 1403.840,    0.406
1405.824,   -0.009, 1405.824,    0.401
1407.808,   -0.009, 1407.808,    0.396
1409.792,   -0.009, 1409.792,    0.395
1411.776,   -0.008, 1411.776,    0.391
1413.760,   -0.009, 1413.760,    0.387
1415.744,   -0.009, 1415.744,    0.383
1417.728,   -0.009, 1417.728,    0.378
1419.712,   -0.008, 1419.712,    0.376
1421.696,   -0.009, 1421.696,    0.370
1423.680,   -0.008, 1423.680,    0.367
1425.664,   -0.008, 1425.664,    0.363
1427.648,   -0.009, 1427.648,    0.360
1429.632,   -0.009, 1429.632,    0.354
1431.616,   -0.008, 1431.616,    0.349
1433.600,   -0.008, 1433.600,    0.347
1435.584,   -0.009, 1435.584,    0.343
1437.568,   -0.009, 1437.568,    0.338
1439.552,   -0.008, 1439.552,    0.333
1441.536,   -0.009, 1441.536,    0.330
1443.520,   -0.009, 1443.520,    0.326
1445.504,   -0.009, 1445.504,    0.319
1447.488,   -0.008, 1447.488,    0.317
1449.472,   -0.008, 1449.472,    0.312
1451.456,   -0.008, 1451.456,    0.307
1453.440,   -0.008, 1453.440,    0.301
1455.424,   -0.009, 1455.424,    0.297
1457.408,   -0.008, 1457.408,    0.291
1459.392,   -0.008, 1459.392,    0.287
1461.376,   -0.008, 1461.376,    0.283
1463.360,   -0.008, 1463.360,    0.278
1465.344,   -0.007, 1465.344,    0.273
1467.328,   -0.008, 1467.328,    0.268
1469.312,   -0.009, 1469.312,    0.263
1471.296,   -0.009, 1471.296,    0.258
1473.280,   -0.008, 1473.280,    0.253
1475.264,   -0.009, 1475.264,    0.246
1477.248,   -0.010, 1477.248,    0.240
1479.232,   -0.009, 1479.232,    0.236
1481.216,   -0.008, 1481.216,    0.232
1483.200,   -0.007, 1483.200,    0.225
1485.184,   -0.008, 1485.184,    0.222
1487.168,   -0.008, 1487.168,    0.215
1489.152,   -0.009, 1489.152,    0.211
1491.136,   -0.009, 1491.136,    0.205
1493.120,   -0.009, 1493.120,    0.200
1495.104,   -0.010, 1495.104,    0.193
1497.088,   -0.010, 1497.088,    0.189
1499.072,   -0.009, 1499.072,    0.181
1501.056,   -0.009, 1501.056,    0.176
1503.040,   -0.009, 1503.040,    0.171
1505.024,   -0.007, 1505.024,    0.166
1507.008,   -0.009, 1507.008,    0.159
1508.992,   -0.009, 1508.992,    0.153
1510.976,   -0.008, 1510.976,    0.146
1512.960,   -0.010, 1512.960,    0.143
1514.944,   -0.009, 1514.944,    0.137
1516.928,   -0.009, 1516.928,    0.131
1518.912,   -0.009, 1518.912,    0.124
1520.896,   -0.008, 1520.896,    0.120
1522.880,   -0.008, 1522.880,    0.112
1524.864,   -0.009, 1524.864,    0.106
1526.848,   -0.008, 1526.848,    0.102
1528.832,   -0.009, 1528.832,    0.098
1530.816,   -0.009, 1530.816,    0.090
1532.800,   -0.009, 1532.800,    0.083
1534.784,   -0.009, 1534.784,    0.078
1536.768,   -0.009, 1536.768,    0.072
1538.752,   -0.009, 1538.752,    0.068
1540.736,   -0.008, 1540.736,    0.059
1542.720,   -0.009, 1542.720,    0.055
1544.704,   -0.009, 1544.704,    0.049
1546.688,   -0.008, 1546.688,    0.043
1548.672,   -0.008, 1548.672,    0.035
1550.656,   -0.008, 1550.656,    0.030
1552.640,   -0.008, 1552.640,    0.025
1554.624,   -0.009, 1554.624,    0.018
1556.608,   -0.009, 1556.608,    0.010
1558.592,   -0.008, 1558.592,    0.006
1560.576,   -0.009, 1560.576,   -0.003
1562.560,   -0.008, 1562.560,   -0.006
1564.544,   -0.008, 1564.544,   -0.014
1566.528,   -0.009, 1566.528,   -0.019
1568.512,   -0.008, 1568.512,   -0.025
1570.496,   -0.008, 1570.496,   -0.029
1572.480,   -0.008, 1572.480,   -0.037
1574.464,   -0.009, 1574.464,   -0.046
1576.448,   -0.009, 1576.448,   -0.049
1578.432,   -0.008, 1578.432,   -0.055
1580.416,   -0.008, 1580.416,   -0.061
1582.400,   -0.010, 1582.400,   -0.066
1584.384,   -0.009, 1584.384,   -0.074
1586.368,   -0.008, 1586.368,   -0.078
1588.352,   -0.009, 1588.352,   -0.085
1590.336,   -0.008, 1590.336,   -0.091
1592.320,   -0.008, 1592.320,   -0.099
1594.304,   -0.009, 1594.304,   -0.102
1596.288,   -0.009, 1596.288,   -0.109
1598.272,   -0.009, 1598.272,   -0.115
1600.256,   -0.009, 1600.256,   -0.121
1602.240,   -0.009, 1602.240,   -0.128
1604.224,   -0.008, 1604.224,   -0.132
1606.208,   -0.008, 1606.208,   -0.140
1608.192,   -0.008, 1608.192,   -0.146
1610.176,   -0.009, 1610.176,   -0.151
1612.160,   -0.009, 1612.160,   -0.158
1614.144,   -0.009, 1614.144,   -0.162
1616.128,   -0.009, 1616.128,   -0.170
1618.112,   -0.008, 1618.112,   -0.173
1620.096,   -0.009, 1620.096,   -0.180
1622.080,   -0.011, 1622.080,   -0.185
1624.064,   -0.010, 1624.064,   -0.192
1626.048,   -0.008, 1626.048,   -0.196
1628.032,   -0.008, 1628.032,   -0.203
1630.016,   -0.008, 1630.016,   -0.210
1632.000,   -0.009, 1632.000,   -0.216
1633.984,   -0.009, 1633.984,   -0.219
1635.968,   -0.008, 1635.968,   -0.225
1637.952,   -0.009, 1637.952,   -0.233
1639.936,   -0.009, 1639.936,   -0.237
1641.920,   -0.008, 1641.920,   -0.242
1643.904,   -0.008, 1643.904,   -0.247
1645.888,   -0.008, 1645.888,   -0.254
1647.872,   -0.010, 1647.872,   -0.258
1649.856,   -0.009, 1649.856,   -0.262
1651.840,   -0.009, 1651.840,   -0.269
1653.824,   -0.008, 1653.824,   -0.275
1655.808,   -0.009, 1655.808,   -0.280
1657.792,   -0.009, 1657.792,   -0.284
1659.776,   -0.009, 1659.776,   -0.291
1661.760,   -0.009, 1661.760,   -0.296
1663.744,   -0.008, 1663.744,   -0.300
1665.728,   -0.008, 1665.728,   -0.305
1667.712,   -0.009, 1667.712,   -0.310
1669.696,   -0.009, 1669.696,   -0.315
1671.680,   -0.008, 1671.680,   -0.320
1673.664,   -0.009, 1673.664,   -0.325
1675.648,   -0.009, 1675.648,   -0.330
1677.632,   -0.008, 1677.632,   -0.335
1679.616,   -0.009, 1679.616,   -0.341
1681.600,   -0.008, 1681.600,   -0.344
1683.584,   -0.008, 1683.584,   -0.349
1685.568,   -0.008, 1685.568,   -0.354
1687.552,   -0.010, 1687.552,   -0.358
1689.536,   -0.009, 1689.536,   -0.362
1691.520,   -0.009, 1691.520,   -0.368
1693.504,   -0.008, 1693.504,   -0.373
1695.488,   -0.008, 1695.488,   -0.377
1697.472,   -0.009, 1697.472,   -0.379
1699.456,   -0.009, 1699.456,   -0.384
1701.440,   -0.010, 1701.440,   -0.388
1703.424,   -0.009, 1703.424,   -0.392
1705.408,   -0.009, 1705.408,   -0.397
1707.392,   -0.009, 1707.392,   -0.400
1709.376,   -0.007, 1709.376,   -0.406
1711.360,   -0.009, 1711.360,   -0.408
1713.344,   -0.009, 1713.344,   -0.412
1715.328,   -0.009, 1715.328,   -0.416
1717.312,   -0.008, 1717.312,   -0.422
1719.296,   -0.008, 1719.296,   -0.425
1721.280,   -0.008, 1721.280,   -0.428
1723.264,   -0.009, 1723.264,   -0.432
1725.248,   -0.009, 1725.248,   -0.436
1727.232,   -0.009, 1727.232,   -0.437
1729.216,   -0.009, 1729.216,   -0.441
1731.200,   -0.010, 1731.200,   -0.445
1733.184,   -0.009, 1733.184,   -0.448
1735.168,   -0.008, 1735.168,   -0.453
1737.152,   -0.009, 1737.152,   -0.455
1739.136,   -0.008, 1739.136,   -0.459
1741.120,   -0.009, 1741.120,   -0.460
1743.104,   -0.009, 1743.104,   -0.466
1745.088,   -0.009, 1745.088,   -0.468
1747.072,   -0.009, 1747.072,   -0.470
1749.056,   -0.009, 1749.056,   -0.471
1751.040,   -0.008, 1751.040,   -0.477
1753.024,   -0.009, 1753.024,   -0.479
1755.008,   -0.010, 1755.008,   -0.481
1756.992,   -0.009, 1756.992,   -0.483
1758.976,   -0.009, 1758.976,   -0.486
1760.960,   -0.009, 1760.960,   -0.488
1762.944,   -0.008, 1762.944,   -0.492
1764.928,   -0.009, 1764.928,   -0.493
1766.912,   -0.009, 1766.912,   -0.496
1768.896,   -0.008, 1768.896,   -0.500
1770.880,   -0.009, 1770.880,   -0.501
1772.864,   -0.009, 1772.864,   -0.503
1774.848,   -0.008, 1774.848,   -0.504
1776.832,   -0.008, 1776.832,   -0.507
1778.816,   -0.010, 1778.816,   -0.507
1780.800,   -0.008, 1780.800,   -0.508
1782.784,   -0.008, 1782.784,   -0.508
1784.768,   -0.010, 1784.768,   -0.512
1786.752,   -0.009, 1786.752,   -0.513
1788.736,   -0.008, 1788.736,   -0.516
1790.720,   -0.009, 1790.720,   -0.516
1792.704,   -0.009, 1792.704,   -0.519
1794.688,   -0.008, 1794.688,   -0.520
1796.672,   -0.009, 1796.672,   -0.518
1798.656,   -0.009, 1798.656,   -0.521
1800.640,   -0.009, 1800.640,   -0.523
1802.624,   -0.009, 1802.624,   -0.523
1804.608,   -0.009, 1804.608,   -0.525
1806.592,   -0.009, 1806.592,   -0.526
1808.576,   -0.007, 1808.576,   -0.526
1810.560,   -0.009, 1810.560,   -0.528
1812.544,   -0.008, 1812.544,   -0.527
1814.528,   -0.007, 1814.528,   -0.529
1816.512,   -0.008, 1816.512,   -0.528
1818.496,   -0.008, 1818.496,   -0.529
1820.480,   -0.009, 1820.480,   -0.528
1822.464,   -0.009, 1822.464,   -0.532
1824.448,   -0.009, 1824.448,   -0.531
1826.432,   -0.008, 1826.432,   -0.529
1828.416,   -0.008, 1828.416,   -0.530
1830.400,   -0.007, 1830.400,   -0.531
1832.384,   -0.008, 1832.384,   -0.529
1834.368,   -0.009, 1834.368,   -0.530
1836.352,   -0.009, 1836.352,   -0.531
1838.336,   -0.009, 1838.336,   -0.529
1840.320,   -0.008, 1840.320,   -0.529
1842.304,   -0.009, 1842.304,   -0.530
1844.288,   -0.007, 1844.288,   -0.528
1846.272,   -0.010, 1846.272,   -0.527
1848.256,   -0.008, 1848.256,   -0.529
1850.240,   -0.008, 1850.240,   -0.526
1852.224,   -0.009, 1852.224,   -0.524
1854.208,   -0.007, 1854.208,   -0.523
1856.192,   -0.010, 1856.192,   -0.524
1858.176,   -0.009, 1858.176,   -0.522
1860.160,   -0.008, 1860.160,   -0.522
1862.144,   -0.008, 1862.144,   -0.521
1864.128,   -0.008, 1864.128,   -0.519
1866.112,   -0.008, 1866.112,   -0.518
1868.096,   -0.009, 1868.096,   -0.517
1870.080,   -0.008, 1870.080,   -0.514
1872.064,   -0.009, 1872.064,   -0.513
1874.048,   -0.008, 1874.048,   -0.512
1876.032,   -0.009, 1876.032,   -0.510
1878.016,   -0.009, 1878.016,   -0.508
1880.000,   -0.008, 1880.000,   -0.507
1881.984,   -0.008, 1881.984,   -0.504
1883.968,   -0.008, 1883.968,   -0.504
1885.952,   -0.008, 1885.952,   -0.502
1887.936,   -0.009, 1887.936,   -0.498
1889.920,   -0.009, 1889.920,   -0.496
1891.904,   -0.009, 1891.904,   -0.494
1893.888,   -0.009, 1893.888,   -0.493
1895.872,   -0.008, 1895.872,   -0.489
1897.856,   -0.008, 1897.856,   -0.486
1899.840,   -0.009, 1899.840,   -0.486
1901.824,   -0.010, 1901.824,   -0.482
1903.808,   -0.008, 1903.808,   -0.481
1905.792,   -0.008, 1905.792,   -0.476
1907.776,   -0.008, 1907.776,   -0.475
1909.760,   -0.009, 1909.760,   -0.473
1911.744,   -0.008, 1911.744,   -0.469
1913.728,   -0.008, 1913.728,   -0.465
1915.712,   -0.008, 1915.712,   -0.464
1917.696,   -0.010, 1917.696,   -0.460
1919.680,   -0.008, 1919.680,   -0.458
1921.664,   -0.009, 1921.664,   -0.453
1923.648,   -0.009, 1923.648,   -0.450
1925.632,   -0.010, 1925.632,   -0.448
1927.616,   -0.008, 1927.616,   -0.443
1929.600,   -0.008, 1929.600,   -0.440
1931.584,   -0.008, 1931.584,   -0.437
1933.568,   -0.009, 1933.568,   -0.434
1935.552,   -0.010, 1935.552,   -0.430
1937.536,   -0.009, 1937.536,   -0.425
1939.520,   -0.009, 1939.520,   -0.422
1941.504,   -0.008, 1941.504,   -0.419
1943.488,   -0.009, 1943.488,   -0.414
1945.472,   -0.008, 1945.472,   -0.409
1947.456,   -0.009, 1947.456,   -0.406
1949.440,   -0.008, 1949.440,   -0.402
1951.424,   -0.008, 1951.424,   -0.400
1953.408,   -0.008, 1953.408,   -0.394
1955.392,   -0.008, 1955.392,   -0.392
1957.376,   -0.008, 1957.376,   -0.386
1959.360,   -0.008, 1959.360,   -0.382
1961.344,   -0.009, 1961.344,   -0.378
1963.328,   -0.009, 1963.328,   -0.373
1965.312,   -0.009, 1965.312,   -0.371
1967.296,   -0.007, 1967.296,   -0.364
1969.280,   -0.009, 1969.280,   -0.359
1971.264,   -0.008, 1971.264,   -0.355
1973.248,   -0.009, 1973.248,   -0.352
1975.232,   -0.009, 1975.232,   -0.346
1977.216,   -0.008, 1977.216,   -0.341
1979.200,   -0.008, 1979.200,   -0.337
1981.184,   -0.008, 1981.184,   -0.332
1983.168,   -0.008, 1983.168,   -0.329
1985.152,   -0.008, 1985.152,   -0.324
1987.136,   -0.008, 1987.136,   -0.318
1989.120,   -0.009, 1989.120,   -0.312
1991.104,   -0.008, 1991.104,   -0.309
1993.088,   -0.009, 1993.088,   -0.304
1995.072,   -0.009, 1995.072,   -0.296
1997.056,   -0.008, 1997.056,   -0.293
1999.040,   -0.009, 1999.040,   -0.287
2001.024,   -0.009, 2001.024,   -0.281
2003.008,   -0.009, 2003.008,   -0.277
2004.992,   -0.007, 2004.992,   -0.270
2006.976,   -0.009, 2006.976,   -0.266
2008.960,   -0.009, 2008.960,   -0.261
2010.944,   -0.008, 2010.944,   -0.256
2012.928,   -0.009, 2012.928,   -0.249
2014.912,   -0.008, 2014.912,   -0.243
2016.896,   -0.008, 2016.896,   -0.240
2018.880,   -0.008, 2018.880,   -0.232
2020.864,   -0.008, 2020.864,   -0.228
2022.848,   -0.008, 2022.848,   -0.222
2024.832,   -0.008, 2024.832,   -0.216
2026.816,   -0.009, 2026.816,   -0.211
2028.800,   -0.009, 2028.800,   -0.205
